Price,Open,High,Low,Close,Volume
Ticker,SPY,SPY,SPY,SPY,SPY
Date,,,,,
2015-06-30,173.2452980690375,173.29546181848747,171.5902514653302,172.06671142578125,182925100
2015-07-01,173.63812676525103,173.88889443964797,172.66014431421925,173.4458770751953,135979900
2015-07-02,173.9224046903697,174.08957895357244,172.86918259849284,173.28712463378906,104373700
2015-07-06,171.99982766856422,173.57128067258205,171.79921094792178,172.79391479492188,117975400
2015-07-07,172.99453457998248,174.0059469390205,170.6122604041344,173.8805694580078,173820200
2015-07-08,172.54315319146906,172.82735065650917,170.72928665813495,170.9633331298828,164020100
2015-07-09,173.06135838525742,173.32049305021542,171.163911539407,171.27256774902344,144113100
2015-07-10,173.27036398192914,173.84712590022323,171.3143987625998,173.42918395996094,129456900
2015-07-13,174.6913649093545,175.45200949545605,174.64956816725388,175.34335327148438,106069400
2015-07-14,175.3015169827052,176.41324374799498,175.24299900605055,176.1039581298828,81709600
2015-07-15,176.14578842406027,176.6055270618989,175.56902656518767,176.0454864501953,97914100
2015-07-16,177.09873890698512,177.4581756591797,176.8563381591246,177.4581756591797,106683300
2015-07-17,177.4498073198817,177.66714532106226,177.0402323261076,177.60862731933594,89030000
2015-07-20,177.8342602024447,178.19368407736846,177.3828886087727,177.7005157470703,70446800
2015-07-21,177.56683862252422,177.82597338603733,176.69752484210574,176.99844360351562,77965000
2015-07-22,176.31296470064828,177.01511678966472,176.27953496049258,176.68075561523438,88667900
2015-07-23,176.81452935695242,176.91483134859936,175.3266569594978,175.6860809326172,90509100
2015-07-24,175.78639671419378,175.84490195814018,173.52951260680743,173.86386108398438,117755000
2015-07-27,172.9778072233487,173.4876968857565,172.40939956881726,172.8524169921875,132361100
2015-07-28,173.6883023863461,175.11766940495826,172.86078552440136,174.97557067871094,123544800
2015-07-29,175.1009628370131,176.4049397326802,174.9588640988521,176.17926025390625,105791300
2015-07-30,175.6693676290362,176.38822831017677,175.05080893679738,176.22105407714844,91304400
2015-07-31,176.72260984193838,176.74768534385558,175.66940049768033,175.95359802246094,103266900
2015-08-03,175.92014564608382,175.97865089150653,174.40718494905138,175.36009216308594,113965700
2015-08-04,175.28484070143256,175.74457936960462,174.53255033866034,175.01736450195312,81820800
2015-08-05,175.91175866861994,176.6306193101824,175.30992125919204,175.59413146972656,85786800
2015-08-06,175.77802191913275,175.88669090895726,173.57128890569496,174.1564178466797,116030800
2015-08-07,173.99759323049022,174.14804620817122,172.9192958721393,173.82205200195312,117858000
2015-08-10,174.93378755052083,176.09566570104846,174.93378755052083,176.0120849609375,80270700
2015-08-11,174.67467215788415,175.09261413792316,173.66324695417575,174.4239044189453,126081400
2015-08-12,173.11989537119487,174.81673847505203,171.6570987123818,174.63284301757812,172123700
2015-08-13,174.47403258091833,175.15946346067116,173.87219518806353,174.41552734375,89383300
2015-08-14,174.2232668953725,175.12602299512452,174.08116816965813,175.05079650878906,72786500
2015-08-17,174.45729485573594,176.02874755859375,173.9975562639797,176.02874755859375,79072600
2015-08-18,175.75295212180188,176.10402184503204,175.284859157495,175.51890563964844,71692700
2015-08-19,174.77496910362504,175.54398079413636,173.32053921802657,174.13134765625,172946000
2015-08-20,172.6183941900729,174.10626663748775,170.43673651645807,170.49525451660156,194327900
2015-08-21,168.62285717821266,170.4701662267819,165.10379306833215,165.3629150390625,346588500
2015-08-24,156.71991719461926,165.07039133423086,152.4652573590027,158.40003967285156,507244300
2015-08-25,163.35678309850042,163.3735043476429,156.243415760208,156.53598022460938,369833100
2015-08-26,160.55659728431232,162.82183573989923,157.45546208959075,162.54600524902344,339257000
2015-08-27,164.68583548232655,166.6919515691399,163.17288779329004,166.5665740966797,274143900
2015-08-28,165.92290192031953,167.04298293263898,165.43808788038152,166.57489013671875,160414400
2015-08-31,165.5969474230745,166.44955250791443,164.67747010073978,165.22915649414062,163298800
2015-09-01,161.42590578259393,162.80512196514385,159.42814363445524,160.29747009277344,256000400
2015-09-02,162.6797172217289,163.38186937689952,160.84077523011493,163.34007263183594,160269300
2015-09-03,164.0505780006922,165.5468174006703,162.96393907885664,163.4571075439453,152087800
2015-09-04,161.2002023394496,162.04444041936074,160.16370179460242,160.9828643798828,207081000
2015-09-08,163.78310551299384,165.17903019862646,163.1394712911374,165.028564453125,116025700
2015-09-09,166.60838901088866,166.7337664970237,162.45404490926228,162.8218231201172,149347700
2015-09-10,162.62957308634384,164.85302736988268,162.37045111243074,163.70787048339844,158611100
2015-09-11,163.31497975651632,164.5186544606328,162.60447342977204,164.4517822265625,119691200
2015-09-14,164.62731608485382,164.6774670734092,163.35676910495962,163.84158325195312,79452000
2015-09-15,164.34315114862494,166.33255911859737,163.79983165905676,165.88954162597656,113806200
2015-09-16,166.19043492787617,167.51948720226258,165.84771948467198,167.3272247314453,99581600
2015-09-17,167.19350906595068,169.59249188964412,166.57495035938427,166.9510955810547,276046600
2015-09-18,164.44129193331497,166.93676131069327,163.81111992003463,164.2228240966797,223657500
2015-09-21,165.0547402764405,166.0966169997985,164.0212612353748,165.07154846191406,105726200
2015-09-22,162.90371869825682,163.39105340400803,161.79460947395006,162.92892456054688,153890900
2015-09-23,163.0969695152685,163.5674960438111,162.08869655112204,162.66845703125,92790600
2015-09-24,161.45005872283912,162.54235940310477,160.11409718094163,162.08023071289062,159378800
2015-09-25,163.5423204529536,163.8448036802758,161.16446868667677,162.03831481933594,155054800
2015-09-28,161.1392422662767,161.2484762241486,157.66069200620228,157.97157287597656,178515900
2015-09-29,158.19003749953106,159.4251760927764,157.06412004099744,158.06399536132812,159045600
2015-09-30,159.95450137417293,161.18124220471094,159.17309401717506,161.01319885253906,163452000
2015-10-01,161.39130504711446,161.73580226426947,159.49239074380048,161.43331909179688,131079000
2015-10-02,159.45031571346337,163.86991715670254,158.90415898325543,163.84471130371094,211003300
2015-10-05,165.07150392864102,166.98722628735067,164.96226998386578,166.76036071777344,126320800
2015-10-06,166.62593361163326,167.1888859175835,165.52523486261958,166.1890106201172,110274500
2015-10-07,167.12161520029284,167.90303517487249,165.92849104313925,167.55014038085938,124307300
2015-10-08,167.16364949767825,169.3482512350333,166.8611663774427,169.0625762939453,153055200
2015-10-09,169.20543567372633,169.64234582106246,168.53324945051236,169.16342163085938,107069200
2015-10-12,169.2390157491594,169.52469068762636,168.81050334145897,169.3230438232422,56395600
2015-10-13,168.5920681650384,169.86082309690977,168.08793808544954,168.2559814453125,88038700
2015-10-14,168.19715993141767,168.77692042315795,167.15528340331548,167.44935607910156,99106200
2015-10-15,168.11307693358663,170.02879867831186,167.7433739967306,170.02040100097656,134142200
2015-10-16,170.42375399346568,170.8102523905057,169.6591420581285,170.79345703125,114580100
2015-10-19,170.14649154385307,170.8774871826172,169.83561069902436,170.8774871826172,76523900
2015-10-20,170.44055678943275,171.27237577728562,170.18848537882585,170.6590118408203,78448500
2015-10-21,171.07914120680377,171.23037637356308,169.43228562818382,169.600341796875,102038000
2015-10-22,170.54977767333122,172.67555724966974,169.60032707126769,172.4654998779297,174911700
2015-10-23,174.13762397168986,174.72578226049242,173.33940823539433,174.3560791015625,144442300
2015-10-26,174.17962274859224,174.23843216186992,173.5578481430269,173.92755126953125,69033000
2015-10-27,173.2553463797978,173.9275326450187,172.9108491560002,173.59144592285156,77905800
2015-10-28,173.9274884368756,175.59113908425056,173.26371284200084,175.56593322753906,135906700
2015-10-29,175.0618423075851,175.83485200116365,174.94421067640764,175.46514892578125,90525500
2015-10-30,175.65838682947495,175.9776781596275,174.54929049565288,174.70892333984375,131076900
2015-11-02,175.0365954494891,176.96911282037263,174.91055334646418,176.77586364746094,86270800
2015-11-03,176.42297110123278,177.84296086237885,176.1961055695823,177.2884063720703,95246100
2015-11-04,177.58250317548837,177.7085324673243,176.21292504007855,176.75067138671875,96224500
2015-11-05,176.809481976939,177.2716107515993,175.68357755931885,176.57421875,78408700
2015-11-06,176.22976814859592,176.7171028750931,175.1542752421493,176.48182678222656,110471500
2015-11-09,175.86845501142494,176.0197030058444,173.88551264837628,174.83497619628906,131008700
2015-11-10,174.35605279823582,175.2719128750145,174.08718597286835,175.23829650878906,75874600
2015-11-11,175.50710100539192,175.55751271225728,174.48202022952364,174.5492401123047,67846000
2015-11-12,173.5074093102452,173.97793582652446,172.0958297614075,172.1126251220703,121315200
2015-11-13,171.70086426962504,171.9697309814071,170.0960232138523,170.18003845214844,153577100
2015-11-16,169.99524294799596,172.8268123328359,169.8775985069335,172.7679901123047,117645200
2015-11-17,173.07886013728063,173.96109075779063,172.1462049828163,172.64193725585938,121123700
2015-11-18,173.12088406326907,175.52394099502678,173.07888284412175,175.381103515625,121342500
2015-11-19,175.26344667430746,175.64995783774356,174.9357577226286,175.22984313964844,88220500
2015-11-20,175.98607034062815,176.5490225803326,175.4903380010073,175.86843872070312,94011500
2015-11-23,175.92724764453766,176.43137762573497,175.20464979935923,175.66677856445312,64931200
2015-11-24,174.65848977069672,176.30534511598827,174.27199140759203,175.90203857421875,98874400
2015-11-25,176.0280814705005,176.22974116741722,175.61636439712734,175.87684631347656,51980100
2015-11-27,175.96925727372445,176.2801509055882,175.49033312764547,176.0784912109375,37317800
2015-11-30,176.23811424503617,176.35574584659562,175.23823922133926,175.34747314453125,112822700
2015-12-01,175.97763978675954,177.13716041004395,175.70036255854447,177.01951599121094,97858400
2015-12-02,176.9691504800534,177.2884418239364,174.96100229166035,175.21307373046875,108441300
2015-12-03,175.46513794700394,175.73400473534974,172.03699985461813,172.7595977783203,166224200
2015-12-04,172.7595905214948,176.42299170763283,172.7595905214948,176.12890625,192913900
2015-12-07,175.80126785502924,176.22138273206616,174.09560247993033,175.06187438964844,102027100
2015-12-08,173.49898441928113,175.01138717844287,172.9024158662772,173.88548278808594,103372400
2015-12-09,173.24694565951123,175.33910918693573,171.55807593490235,172.53274536132812,162401500
2015-12-10,172.5998962164132,174.28875244447198,172.36463304496863,172.97799682617188,116128900
2015-12-11,170.86064169753504,171.52441723603533,169.3146099655293,169.62550354003906,211173300
2015-12-14,169.78521039920295,170.60863186087278,168.00391483485856,170.4825897216797,182385200
2015-12-15,171.9949700506764,173.17969668111772,170.45734858112394,172.27224731445312,154069600
2015-12-16,173.3981844884099,175.0954519293703,172.0790306373274,174.79296875,197017000
2015-12-17,175.10384751848963,175.17106742653414,172.11263212538444,172.1294403076172,173092500
2015-12-18,171.3873100077972,171.5225370211609,168.90233146446238,169.06292724609375,251393500
2015-12-21,170.23781010837587,170.63506931648848,169.12210010333064,170.4575653076172,99094300
2015-12-22,171.3450246180387,172.30013863391332,170.35610707732334,172.00430297851562,111026200
2015-12-23,173.01013512652764,174.17655668304212,172.9171593082955,174.13429260253906,110987200
2015-12-24,173.8807555169008,174.39634644809036,173.62718388075706,173.84693908691406,48539600
2015-12-28,173.15382558359133,173.49191243890718,172.3762154986154,173.4496612548828,65899900
2015-12-29,174.54849631704982,175.63039001787277,174.51469278141982,175.30075073242188,92640700
2015-12-30,175.05562110545048,175.14014928136507,173.91455521654785,174.05824279785156,63317700
2015-12-31,173.38204524222868,174.02441544079304,172.31704711914062,172.31704711914062,114877900
2016-01-04,169.46021686706806,169.91663552569267,167.85427165942514,169.90818786621094,222353500
2016-01-05,170.22932965082862,170.65194468263027,169.08827680327653,170.19552612304688,110845800
2016-01-06,167.64291008691177,169.0967066751727,167.01744815983184,168.0486297607422,152112600
2016-01-07,165.0988156154089,166.88225184359334,163.62811043242243,164.0169219970703,213436100
2016-01-08,164.98045866166842,165.53831360060605,161.92917760723282,162.216552734375,209817200
2016-01-11,163.13785340380966,163.4759531747563,160.44158027718976,162.3771514892578,187941300
2016-01-12,163.8224957637583,164.43951009387482,161.55727250549293,163.687255859375,172330500
2016-01-13,164.35503341887548,164.70158094597977,159.22449207445186,159.60484313964844,221168900
2016-01-14,160.21336724550912,163.34916367864253,158.615882880263,162.22500610351562,240795600
2016-01-15,157.86361173274562,159.5456111894306,156.80707422590876,158.74264526367188,324846400
2016-01-19,160.55990909796947,160.68668844906233,157.38183579391037,158.95396423339844,195244400
2016-01-20,156.3929383469813,158.48065791232142,153.0035699860845,156.91697692871094,286547800
2016-01-21,157.3902832034348,159.6385851905549,156.06326591928874,157.79598999023438,195772900
2016-01-22,160.40775875907423,161.23608060151886,159.6470568686722,161.03323364257812,168319600
2016-01-25,160.52607657353218,160.72047585810714,158.40455396249536,158.5989532470703,130371700
2016-01-26,159.2582478584521,161.04168381774744,158.92016099014072,160.76275634765625,141036800
2016-01-27,160.23874959702297,161.91230185213396,158.10876579230634,159.01316833496094,185681700
2016-01-28,160.55991190958068,160.76275887488137,158.1932651026348,159.84146118164062,143798800
2016-01-29,160.61062728231084,163.873215985602,160.49229558414746,163.73797607421875,210529300
2016-02-01,162.73210340075195,164.46482718772359,162.148892735642,163.6787567138672,136061600
2016-02-02,162.2503902851481,162.25883794392138,160.20492190938126,160.72897338867188,182564900
2016-02-03,161.78549596816256,162.0982269769642,158.14255631350596,161.69252014160156,205054900
2016-02-04,161.1938516205683,162.9181154950131,160.55992899218302,161.94610595703125,139531800
2016-02-05,161.43051462671764,162.00526495100985,158.22708506365447,158.8610076904297,180788300
2016-02-08,157.01836981803837,157.31419255920386,154.50803586041826,156.7225341796875,191526700
2016-02-09,154.98136821297294,158.0072930610037,154.84612832210112,156.73098754882812,184513100
2016-02-10,157.559341187404,159.19062903955063,156.46898716953467,156.5957794189453,148214100
2016-02-11,154.11922316074063,155.6068360996528,153.0626857426202,154.55874633789062,219058900
2016-02-12,156.33376755034035,157.7621956092723,155.48853743639367,157.74530029296875,127632400
2016-02-16,159.55411325306656,160.43314701268105,158.59055131203985,160.4077911376953,120250700
2016-02-17,161.57420294874984,163.3999032175602,161.44741068450003,163.0279998779297,136009500
2016-02-18,163.29841997201936,163.3575922577956,162.0474832862532,162.36021423339844,102343000
2016-02-19,161.58268273320937,162.43636073458765,160.97411585594455,162.2842254638672,114793000
2016-02-22,163.86479424035417,164.77764451261012,163.79717426864735,164.6339569091797,103640300
2016-02-23,163.97465273403023,164.24513257867517,162.43632763628713,162.55467224121094,111455300
2016-02-24,161.1262271415721,163.57738941039415,160.01897771192097,163.2984619140625,150812200
2016-02-25,163.74644156760178,165.2847667084691,162.98573955329348,165.27630615234375,110728300
2016-02-26,166.1468695024317,166.23983242237043,164.735324034117,164.8959197998047,129833700
2016-02-29,164.91286205285977,165.8595157337722,163.40835335404287,163.60275268554688,125918100
